,userid,sex,date,pay_mode,name,type,price,rating
78,5bd9e632-29d1-40e0-b968-8604dad512c5,F,2021-02-17 16:50:39,PSE,Lengua en Salsa de Carne y Vino ,platos-fuertes,$ 41.500,4.6
79,8e86d290-0766-40b0-b76c-55219c2622b6,M,2021-05-28 19:18:22,PSE,Lengua en Salsa Criolla ,platos-fuertes,$ 41.500,4.9
80,9ea82568-c078-483d-b0f9-21a08b3da937,F,2021-08-09 00:01:45,PSE,Hígado Encebollado ,platos-fuertes,$ 37.000,3.8
81,9f6fca45-e776-4440-99f2-5aa73beea612,F,2021-05-18 04:52:18,PSE,Sobrebarriga a la Criolla ,platos-fuertes,$ 42.500,4.8
82,2ea1bf7f-5eec-4447-9454-88a30b443d84,M,2021-01-18 10:42:02,CREDIT,Sancocho Antioqueño ,platos-fuertes,$ 44.600 (findes y festivos),5.0
83,7520c2b2-6e12-4367-9cfb-4e1cfb8e4b8e,M,2021-05-13 21:43:07,CREDIT,Frijoles Verdes ,platos-fuertes,$ 38.000 (Findes y festivos),4.0
84,f2e8a751-0464-4b45-beb2-dfa659163727,F,2021-06-04 20:22:54,PSE,Churrasco ,platos-fuertes,$ 46.800,3.4
85,70a29542-f9dd-4343-8773-26ac9e14d30e,M,2021-05-27 14:16:41,CREDIT,Solomito ,platos-fuertes,$ 48.400,4.1
86,e20e07cb-3c82-4346-bf06-525180ebf04a,M,2021-03-08 18:42:48,PSE,Punta de Anca ,platos-fuertes,$ 48.900,4.6
87,7f2090c1-23ed-48ac-91f6-c67fffb56a1e,M,2021-10-18 04:05:42,PSE,Solomito Sterling ,platos-fuertes,$ 50.500,4.7
88,2450848d-3fc6-4a57-9617-a485cb9473af,F,2021-07-21 18:14:09,CREDIT,Pollo ,platos-fuertes,$ 36.500,4.9
89,cbee9fbd-6880-4160-81e2-77ca7ac98342,M,2021-09-04 02:50:31,PSE,Pescado ,platos-fuertes,$ 35.000,4.1
90,9a126bde-f0c3-4c71-8d4f-523d30ae1c04,F,2021-01-28 21:24:26,CREDIT,Trucha ,platos-fuertes,$ 37.000,3.7
91,200b5f48-05dd-4e3e-8819-bce18453518b,F,2021-08-15 11:11:41,PSE,Salmón ,platos-fuertes,$ 54.500,4.5
92,e1cfa536-362c-4b55-9832-9e5f2a27d04c,F,2021-07-25 04:48:57,PSE,Langostinos ,platos-fuertes,$ 67.600,3.5
93,c3bd6310-136a-4c22-bd26-512bd61d62cc,F,2021-03-10 19:53:35,CREDIT,Mixta con Langostinos ,platos-fuertes,$ 59.500,4.3
94,6dade5c4-a026-4c67-b506-1c7deba57ec3,M,2021-07-22 12:53:43,PSE,Cañón de Cerdo ,platos-fuertes,$ 41.500,4.4
95,58868e9e-d634-498d-90f8-25955d90603c,M,2021-11-18 16:31:59,PSE,Pescado en salsa de Camarones ,platos-fuertes,$ 51.500,3.3
96,e0edff72-1801-4630-a5d1-9da2962d7114,M,2021-04-03 11:14:40,PSE,Trucha en salsa de Camarones ,platos-fuertes,$ 51.500,4.4
97,20e8db4f-890a-4d05-94ff-e3c54f1b8502,F,2021-10-19 12:15:48,PSE,Medallones de Solomito ,platos-fuertes,$ 50.500,4.2
98,a42d9dee-abab-4256-a96b-330e9b4aea1e,F,2021-03-15 09:50:54,CREDIT,Pollo en salsa de Queso Papialpa ,platos-fuertes,$ 44.500,4.5
99,e6c09c89-4be7-4d75-9a0a-067fac0e12b3,M,2021-07-15 22:53:46,CREDIT,Posta Negra Cartagenera ,platos-fuertes,$ 47.000,4.8
100,ce867e8d-4259-4c3c-81bb-6f2eb0ce4b38,M,2021-10-09 16:51:08,PSE,Cazuela de Mariscos ,platos-fuertes,$ 59.900,3.2
101,6bc23563-f3c8-4215-8fd1-072ea5f45453,F,2021-08-02 03:50:06,CREDIT,Ensalada Hatoviejo ,ensaladas,$ 29.900,3.2
102,96ff0c85-9cd5-4876-8270-85cc29191892,M,2021-07-26 17:00:48,PSE,Nuggets de Pollo ,menu-infantil,$ 22.000,3.3
103,4c7a0521-4bad-41d6-afdf-01de8fe9bf8d,F,2021-03-28 23:12:45,CREDIT,Deditos de Pescado ,menu-infantil,$ 19.000,3.9
104,416ba383-60b7-4662-a892-2bc79f0bb5e8,M,2020-12-19 20:39:58,CREDIT,Julianas de Solomito ,menu-infantil,$ 21.000,4.3
105,57e6fba1-4763-4dc6-a0cd-290e59af8f3f,M,2020-12-10 04:16:38,PSE,"Sodas Saborizadas, Jugos, Limonadas, gaseosas",bebidas,,4.2
106,0668498e-d0c5-459d-81d9-17c47bd189e9,F,2020-12-09 13:49:52,CREDIT,Aperitivos y Cocteles,bebidas,,3.0
107,e9c5a721-8a5d-460c-a952-81fa406c5775,M,2021-01-20 21:33:35,PSE,Vinos,bebidas,,4.6
108,acd14723-1aa2-427f-9369-d18c831eb034,F,2021-04-27 23:08:11,PSE,Cervezas y Licores,bebidas,,3.7
109,84ac9f25-dd43-44ee-a7c3-c44dfe9932ec,M,2021-02-19 11:57:21,PSE,"Café, Té, Aromáticas y bebidas calientes",bebidas,,4.4
110,33408924-9347-45e9-a14c-fd57db809c55,M,2021-04-25 15:01:55,CREDIT,Flan de Leche ,postres,$ 13.200,4.4
111,b3f60526-1ce8-4e42-9976-80fdd37f8c20,M,2020-11-29 10:58:23,CREDIT,Postre Típico ,postres,$ 12.000,4.3
112,fd74d364-0238-4b86-bf36-ba375933292d,M,2021-09-18 07:04:39,CREDIT,Postre de Milo ,postres,$ 13.800,3.0
113,27aa460a-0010-444f-913f-835fc0f69a7b,F,2021-11-19 09:05:48,CREDIT,Brownie con Helado ,postres,$ 13.900,4.2
114,b343ccfa-4f0a-4dce-a2c4-e627ed4e688a,M,2021-10-29 00:54:13,CREDIT,Postre de Natas ,postres,$ 14.600,3.5
115,fb4b145b-0514-4982-a22e-977316a351cc,M,2021-03-10 05:49:40,PSE,Mazamorra ,postres,$ 11.500,3.4
116,90e9dd17-cb75-4fce-9fa7-d6c27435c325,F,2020-12-08 10:49:42,PSE,Calentado con Chicharrón ,desayunos,$ 19.700,4.6
117,bfd26552-84a6-42df-a223-0f17d3e6f7f1,M,2021-05-26 15:59:40,PSE,Calentado con Carne desmechada ,desayunos,$ 19.700,3.2
118,ebe6f7bd-dec6-4d19-8e71-6bca425b7b69,F,2021-03-31 05:49:26,PSE,Calentado con Solomito ,desayunos,$ 24.800,4.5
119,42ba6d7d-5fe0-4d88-a289-73859557f502,F,2020-11-23 01:29:45,PSE,Calentado con Chorizo ,desayunos,$ 19.700,4.3
120,70402a3f-183a-407c-9cad-672c53c087b1,F,2021-03-11 14:08:24,PSE,Calentado con Pollo ,desayunos,$ 19.700,4.2
121,c3ba97c3-7f63-44c0-8b62-5bfa759f0ba9,M,2021-10-20 03:37:52,CREDIT,Calentado con Huevos con Aliños ,desayunos,$ 16.500,3.5
122,0a2ae484-21cc-460f-9099-dd658a379ac9,M,2021-09-15 13:57:29,PSE,Bistec a Caballo ,desayunos,$ 29.900,3.8
123,4953cecb-1cbd-4116-b48e-56ac1c6f07cc,M,2021-10-29 18:19:29,PSE,Chorizo con Arepa ,desayunos,$ 12.500,3.0
124,5b504606-2d87-4c28-a4fd-419499fe4831,M,2021-05-20 23:12:36,CREDIT,Huevos Especiales con Arepa ,desayunos,$ 19.900,4.6
125,083c77e8-2dd4-4576-8a68-b812123e3f12,F,2021-01-01 07:04:48,CREDIT,Huevos al gusto con Arepa con queso ,desayunos,$ 15.000,4.2
126,3ff23e33-f7c2-4777-8a98-2cec8aef1e88,F,2021-05-03 23:06:28,CREDIT,Empanaditas Antioqueñas ,entradas,$ 14.000,4.7
127,3e583a6c-0901-4951-b9ec-b84e0a60cc22,M,2021-08-07 19:54:54,CREDIT,Chicharrón ,entradas,$ 22.600,4.9
128,745b7754-45c4-455e-b208-122117117663,M,2021-05-24 22:55:04,CREDIT,Entrada Típica ,entradas,$ 29.900,4.3
129,0a766535-8896-4735-9f93-378715db6abc,F,2021-11-19 18:28:33,CREDIT,Plancha de Queso Papialpa ,entradas,$ 24.200,3.5
130,6964846d-6463-4852-a106-cc74663e53c6,F,2021-03-26 15:28:41,CREDIT,Crema de Maíz ,entradas,$ 14.500,3.8
131,18aef6b4-2d20-4e9c-91d3-b8600bd2f512,M,2021-08-22 23:55:13,PSE,Sopa Campesina ,entradas,$ 14.000,4.0
132,a4662ef9-ba85-42b3-acf7-e74320c6a8b8,M,2021-02-11 17:53:35,PSE,Sopa De Guineo ,entradas,$ 14.000,3.9
133,657cee0e-2cea-45c5-92ca-348d21cae49e,F,2021-04-11 22:06:24,PSE,Coctel Mixto de Camarones ,entradas,$ 35.700,4.0
134,028a64d6-bc2e-41bb-9f18-9d4e6b11bfa1,F,2021-01-27 17:09:08,CREDIT,Bandeja Paisa ,platos-fuertes,$ 38.300,4.3
135,fd5027c3-2bf8-4b1f-8dc4-bb9633645a70,M,2021-01-16 21:41:13,CREDIT,Cazuela Típica ,platos-fuertes,$ 37.800,4.2
136,22e22ad5-6f80-4faa-8571-7c28b0280ca2,M,2021-04-19 09:35:47,CREDIT,Mondongo ,platos-fuertes,$ 35.000,3.5
137,a723859b-bf4e-4d69-9060-4fef1628dea6,M,2021-05-07 07:06:20,PSE,Ajiaco ,platos-fuertes,$ 35.500,3.5
138,631876af-5d8c-4a02-a720-c601fe3a8e23,M,2021-06-20 15:08:08,PSE,Sopa de Cura en Vereda ,platos-fuertes,$ 25.900,3.5
139,7de406ec-a922-4498-971c-3f84698865f9,M,2020-12-04 19:18:09,CREDIT,Fríjoles con Chicharrón ,platos-fuertes,$ 36.800,3.3
140,abbdd6f8-94ed-4255-94d2-478b5c16f47d,F,2021-06-14 17:00:14,PSE,Posta en Salsa Criolla ,platos-fuertes,$ 42.500,4.8
141,a815ba7f-33df-411b-a952-8bb6cbd9ac32,F,2021-07-07 08:34:29,PSE,Lengua en Salsa de Carne y Vino ,platos-fuertes,$ 41.500,4.6
142,165ec8f2-e09d-4f20-bae4-415f8e76e6ae,M,2021-08-29 11:35:18,PSE,Lengua en Salsa Criolla ,platos-fuertes,$ 41.500,4.9
143,4b39cdd7-d74f-468b-98f6-8f7df07b82c5,F,2021-06-06 21:09:42,PSE,Hígado Encebollado ,platos-fuertes,$ 37.000,3.8
144,ee605b75-29b1-4f5b-a589-d8b2c17a7bbd,F,2021-08-18 23:18:44,CREDIT,Sobrebarriga a la Criolla ,platos-fuertes,$ 42.500,4.8
145,d914665b-f51f-4c30-89d1-c0dc427257ab,F,2021-10-09 02:30:10,PSE,Sancocho Antioqueño ,platos-fuertes,$ 44.600 (findes y festivos),5.0
146,530ce2ca-ed98-45b1-8cad-1090911c7a77,M,2021-05-27 09:16:49,PSE,Frijoles Verdes ,platos-fuertes,$ 38.000 (Findes y festivos),4.0
147,075051b8-f0e6-47b2-b855-ab745964a030,F,2021-11-15 20:39:46,CREDIT,Churrasco ,platos-fuertes,$ 46.800,3.4
148,f82465ad-e860-401a-a4ca-4e776047a73c,M,2021-07-06 23:16:17,CREDIT,Solomito ,platos-fuertes,$ 48.400,4.1
149,b55bb1e8-9d76-4829-87a7-c315dccd4225,F,2021-05-10 09:15:25,PSE,Punta de Anca ,platos-fuertes,$ 48.900,4.6
150,c6344132-4c14-410a-92fe-2aab6a166f49,F,2021-11-18 00:24:44,PSE,Solomito Sterling ,platos-fuertes,$ 50.500,4.7
151,995893a8-f5b7-41de-9461-8c5a4c841867,F,2020-11-25 20:13:11,CREDIT,Pollo ,platos-fuertes,$ 36.500,4.9
152,08c4249d-4ea2-4e28-a64b-3a43657c24c6,F,2020-12-11 15:31:28,CREDIT,Pescado ,platos-fuertes,$ 35.000,4.1
153,b5b3991f-f5d2-4dfd-aefa-907160d16c95,M,2021-05-15 14:52:03,CREDIT,Trucha ,platos-fuertes,$ 37.000,3.7
154,d2104ca4-788b-465a-8895-ccdbb3148426,M,2021-01-15 05:23:50,CREDIT,Salmón ,platos-fuertes,$ 54.500,4.5
155,0fab9e9c-663f-44d0-b238-023d551d4834,F,2020-12-31 01:21:30,PSE,Langostinos ,platos-fuertes,$ 67.600,3.5
156,976fe793-6758-4611-87e2-2341d729f58c,M,2021-02-23 07:55:15,PSE,Mixta con Langostinos ,platos-fuertes,$ 59.500,4.3
157,e25c6550-b7b7-4bb8-bf38-3a0f801b670e,F,2021-08-16 03:30:51,CREDIT,Cañón de Cerdo ,platos-fuertes,$ 41.500,4.4
158,7e7d8777-8864-456a-80b8-1bb7317207c0,F,2021-06-11 08:46:05,PSE,Pescado en salsa de Camarones ,platos-fuertes,$ 51.500,3.3
159,fc009e7c-dbf8-4da1-9323-903b3bd9bb33,M,2021-09-06 04:04:44,CREDIT,Trucha en salsa de Camarones ,platos-fuertes,$ 51.500,4.4
160,7ca1c077-306d-437c-83da-114f118dec85,M,2021-02-28 08:29:19,CREDIT,Medallones de Solomito ,platos-fuertes,$ 50.500,4.2
161,60ad1335-c7f8-4580-8060-839311983b40,M,2021-09-21 05:47:31,PSE,Pollo en salsa de Queso Papialpa ,platos-fuertes,$ 44.500,4.5
162,3cbc66a1-641c-437b-9c37-a28ac60b9f12,F,2021-04-26 03:41:53,PSE,Posta Negra Cartagenera ,platos-fuertes,$ 47.000,4.8
163,c8fdccd8-93ba-4285-8933-2f5ad430b8de,F,2021-07-16 12:37:56,PSE,Cazuela de Mariscos ,platos-fuertes,$ 59.900,3.2
164,438fcdc3-3b32-4ce9-9cce-8777cf2151a7,F,2021-04-04 01:16:48,CREDIT,Ensalada Hatoviejo ,ensaladas,$ 29.900,3.2
165,cf4af6b6-6ef2-4adf-91f5-4ba7402be7a7,M,2021-09-10 05:29:29,CREDIT,Nuggets de Pollo ,menu-infantil,$ 22.000,3.3
166,415c6df3-4178-4930-85c1-c2c221d56a8b,F,2020-12-21 09:16:55,CREDIT,Deditos de Pescado ,menu-infantil,$ 19.000,3.9
167,74ce557f-0176-44cf-a562-c7285b084d10,F,2021-06-04 02:13:26,PSE,Julianas de Solomito ,menu-infantil,$ 21.000,4.3
168,19969291-d255-4aa9-b8fb-0fec323dec12,F,2020-12-05 14:20:50,PSE,"Sodas Saborizadas, Jugos, Limonadas, gaseosas",bebidas,,4.2
169,12d37031-7700-4a50-ab95-81e4dea835d7,F,2021-03-09 06:42:32,PSE,Aperitivos y Cocteles,bebidas,,3.0
170,35f3f28c-4478-48aa-b626-0962f6cb7a85,F,2021-09-20 10:24:14,PSE,Vinos,bebidas,,4.6
171,b28414e3-bf82-436e-8c80-8d422ea901e1,F,2021-02-27 10:27:13,PSE,Cervezas y Licores,bebidas,,3.7
172,358f0277-f9db-4da6-a082-106815f23401,M,2021-05-09 20:54:47,CREDIT,"Café, Té, Aromáticas y bebidas calientes",bebidas,,4.4
173,f47132d6-7019-43f1-917c-9378a5604282,F,2020-11-30 18:24:57,PSE,Flan de Leche ,postres,$ 13.200,4.4
174,844d1931-e2c6-4dba-a526-fdc3fed5eb06,F,2021-07-05 02:22:35,CREDIT,Postre Típico ,postres,$ 12.000,4.3
175,6d8e5fe7-8807-4432-ad54-fdee6d141ce0,M,2021-09-29 04:15:02,PSE,Postre de Milo ,postres,$ 13.800,3.0
176,7ccf6ccd-e5e2-421c-86da-214ca0bb1574,M,2021-04-08 07:34:16,PSE,Brownie con Helado ,postres,$ 13.900,4.2
177,bbb76aae-e421-428c-937a-b192a7741a1a,F,2021-09-06 20:33:39,PSE,Postre de Natas ,postres,$ 14.600,3.5
178,e1a9fe5e-0308-401f-b8ae-62b910b39a8c,M,2021-04-18 11:51:21,CREDIT,Mazamorra ,postres,$ 11.500,3.4
